iter	Logloss
0	0.4186943154
1	0.203340825
2	0.1368743885
3	0.09154962578
4	0.06646676351
5	0.04770862414
6	0.03089445428
7	0.02488401106
8	0.01729892062
9	0.01270508087
10	0.01146855552
11	0.00992784114
12	0.008131132763
13	0.007458147186
14	0.007221359441
15	0.007008956071
16	0.006551011976
17	0.00605480164
18	0.005996914082
19	0.005438359025
20	0.005139006857
21	0.005109273145
22	0.005004062046
23	0.004842525122
24	0.004731823099
25	0.004491836155
26	0.004415400668
27	0.004330445011
28	0.004290560891
29	0.004223606928
30	0.004071869622
31	0.004039021592
32	0.003970956357
33	0.003937625629
34	0.003899461037
35	0.003823447274
36	0.003790138669
37	0.003762709398
38	0.003713593145
39	0.003544078245
40	0.003518630611
41	0.003418851248
42	0.003395893869
43	0.003348284556
44	0.003333730797
45	0.003266241759
46	0.003236199767
47	0.003221761804
48	0.003205512169
49	0.003179723882
50	0.003170728657
51	0.003143083675
52	0.003111434566
53	0.003111434566
54	0.003095772764
55	0.003080520141
56	0.00302668459
57	0.003026140657
58	0.002978876157
59	0.002946473304
60	0.002922021752
61	0.002893085242
62	0.002893050441
63	0.00289306538
64	0.002892932454
65	0.002888792785
66	0.002888792785
67	0.002875190211
68	0.002830300638
69	0.002830300638
70	0.002827793864
71	0.002815268461
72	0.002799892869
73	0.002800014132
74	0.002786639484
75	0.002786729333
76	0.002786434888
77	0.002774728009
78	0.002774967764
79	0.002774219919
80	0.002774822054
81	0.002751963909
82	0.00272988803
83	0.002729800609
84	0.002729311115
85	0.002729618131
86	0.002729618131
87	0.002729257013
88	0.002728918456
89	0.002729430765
90	0.002729430765
91	0.002711572892
92	0.002711856992
93	0.002705716971
94	0.002705862469
95	0.002705627906
96	0.002705581492
97	0.002704942634
98	0.00268760119
99	0.00268760119
100	0.002685109357
101	0.002684850594
102	0.002684812865
103	0.002684679763
104	0.002680086289
105	0.002673210131
106	0.002673015651
107	0.002664330952
108	0.002646999705
109	0.002646460334
110	0.002646979609
111	0.002646979609
112	0.002646979609
113	0.002646979609
114	0.002646979609
115	0.002646979609
116	0.002642755922
117	0.002638299758
118	0.002638299758
119	0.002626817356
120	0.002623040067
121	0.002622975124
122	0.002623518047
123	0.002623323119
124	0.002623467855
125	0.00262381238
126	0.00262381238
127	0.002623112657
128	0.002623169862
129	0.002624189478
130	0.002624189478
131	0.002623104159
132	0.002623092148
133	0.002623277664
134	0.002622873098
135	0.002622785851
136	0.002622259176
137	0.002622687914
138	0.002622519128
139	0.002622476588
140	0.002622417926
141	0.002622359526
142	0.002622359526
143	0.002622359526
144	0.002622359526
145	0.002622359526
146	0.002622359526
147	0.002621920584
148	0.00262236876
149	0.002621809549
150	0.002621809549
151	0.002621809549
152	0.002621809549
153	0.002621809549
154	0.002621809549
155	0.002621809549
156	0.002621809549
157	0.002621809549
158	0.002621809549
159	0.002621809549
160	0.002621809549
161	0.002621809549
162	0.002621809549
163	0.002621809549
164	0.002621809549
165	0.002621809549
166	0.002621809549
167	0.002621809549
168	0.002621809549
169	0.002621809549
170	0.002621809549
171	0.002621809549
172	0.002621809549
173	0.002621809549
174	0.002621809549
175	0.002621809549
176	0.002621809549
177	0.002621809549
178	0.002621809549
179	0.002621809549
180	0.002621809549
181	0.002621809549
182	0.002621809549
183	0.002621809549
184	0.002621809549
185	0.002621809549
186	0.002621809549
187	0.002621809549
188	0.002621809549
189	0.002621809549
190	0.002621809549
191	0.002621809549
192	0.002621809549
193	0.002621809549
194	0.002621809549
195	0.002621809549
196	0.002621809549
197	0.002621809549
198	0.002621809549
199	0.002621809549
200	0.002621809549
201	0.002621809549
202	0.002621809549
203	0.002621809549
204	0.002621809549
205	0.002621809549
206	0.002621809549
207	0.002621809549
208	0.002621809549
209	0.002621809549
210	0.002621809549
211	0.002621809549
212	0.002621809549
213	0.002621809549
214	0.002621809549
215	0.002621809549
216	0.002621809549
217	0.002621809549
218	0.002621809549
219	0.002621809549
220	0.002621809549
221	0.002621809549
222	0.002621809549
223	0.002621809549
224	0.002621809549
225	0.002621809549
226	0.002621809549
227	0.002621809549
228	0.002621809549
229	0.002621809549
230	0.002621809549
231	0.002621809549
232	0.002621809549
233	0.002621809549
234	0.002621809549
235	0.002621809549
236	0.002621809549
237	0.002621809549
238	0.002621809549
239	0.002621809549
240	0.002621809549
241	0.002621809549
242	0.002621809549
243	0.002621809549
244	0.002621809549
245	0.002621809549
246	0.002621809549
247	0.002621809549
248	0.002621809549
249	0.002621809549
250	0.002621809549
251	0.002621809549
252	0.002621809549
253	0.002621809549
254	0.002621809549
255	0.002621809549
256	0.002621809549
257	0.002621809549
258	0.002621809549
259	0.002621809549
260	0.002621809549
261	0.002621809549
262	0.002621809549
263	0.002621809549
264	0.002621809549
265	0.002621809549
266	0.002621809549
267	0.002621809549
268	0.002621809549
269	0.002621809549
270	0.002621809549
271	0.002621809549
272	0.002621809549
273	0.002621809549
274	0.002621809549
275	0.002621809549
276	0.002621809549
277	0.002621809549
278	0.002621809549
279	0.002621809549
280	0.002621809549
281	0.002621809549
282	0.002621809549
283	0.002621809549
284	0.002621809549
285	0.002621809549
286	0.002621809549
287	0.002621809549
288	0.002621809549
289	0.002621809549
290	0.002621809549
291	0.002621809549
292	0.002621809549
293	0.002621809549
294	0.002621809549
295	0.002621809549
296	0.002621809549
297	0.002621809549
298	0.002621809549
299	0.002621809549
